query_wo_tones,query,impressions,position,gg_impressions,gg_position,api_result,pv_result,pv,gg,count
cap lightning,cáp lightning,154.0,1.0,,,37.0,28.0,1,0,1
core i3 6100 gia,core i3 6100 giá,162.143648,,472.0,1.040254237,40.0,0.0,0,1,1
cpu intel,cpu intel,432.0,1.0,840.0,4.428571429,28.0,9.0,1,1,1
dell ultrasharp u2714h,dell ultrasharp u2714h,343.8682027,,1001.0,4.873126873,248.0,0.0,0,1,1
gia o cung may tinh,giá ổ cứng máy tính,142.5627414,,415.0,2.6,2084.0,0.0,0,1,1
gtx 960 2gb,gtx 960 2gb,144.6238895,,421.0,3.102137767,709.0,0.0,0,1,1
irock,irock,219.0,1.0,,,14.0,6.0,1,0,1
laptop van phong,laptop văn phòng,361.0444366,,1051.0,2.600819921,2645.0,21.0,0,1,1
lcd lg,lcd lg,212.0,1.0,,,16.0,26.0,1,0,1
pin,pin,3418.0,1.0,,,213.0,158.0,1,0,1
ram ddr3l 8gb,ram ddr3l 8gb,195.8090665,,570.0,1.245614035,2.0,117.0,0,1,1
santak,santak,1331.0,1.0,,,13.0,9.0,1,0,1
620,620,255.0,1.0,,,3.0,16.0,1,0,1
ban phim co fuhlen destroyer,bàn phím cơ fuhlen destroyer,276.5373658,,805.0,3.135403727,1.0,109.0,0,1,1
cac dong may dell,các dòng máy dell,208.1759549,,606.0,3.726072607,675.0,0.0,0,1,1
core i3 8100,core i3 8100,459.0,1.0,6107.0,4.235140003,1.0,2.0,1,1,1
o cung ssd 500gb,ổ cứng ssd 500gb,65.0,1.0,1019.0,1.025515211,13.0,138.0,1,1,1
ram 8g,ram 8G,470.2852842,,1369.0,1.001906941,1060.0,0.0,0,1,1
ssd nvme,ssd nvme,167.0,1.0,,,7.0,7.0,1,0,1
tp link 841,tp link 841,362.76206,,1056.0,3.535037879,137.0,0.0,0,1,1
trident,trident,486.0,1.0,,,1.0,1.0,1,0,1
tui chong soc laptop 15.6 inch,túi chống sốc laptop 15.6 inch,608.0386801,,1770.0,5.45480226,41.0,6.0,0,1,1
usb kingston,usb kingston,380.0,1.0,1582.0,4.685840708,7.0,8.0,1,1,1
1600503,1600503,175.0,1.0,,,1.0,1.0,1,0,1
ban phim roi,bàn phím rời,81.0,1.0,502.0,6.097609562,1996.0,0.0,1,1,1
caddy bay phong vu,caddy bay phong vũ,166.6094688,,485.0,1.002061856,153.0,0.0,0,1,1
card 1060,card 1060,127.0,1.0,835.0,3.447904192,3.0,17.0,1,1,1
case may tinh,case máy tính,368.9455042,1.0,15751.0,3.5782472364999998,1721.0,0.0,1,1,2
gia do tai nghe,giá đỡ tai nghe,378.9077199,,1103.0,4.165911151,381.0,0.0,0,1,1
golden,golden,208.0,1.0,,,26.0,32.0,1,0,1
l805,l805,315.0,1.0,419.0,3.334128878,1.0,1.0,1,1,1
laptop s410ua,Laptop S410UA,2663.0,1.0,,,4.0,5.0,1,0,1
latitude,latitude,290.0,1.0,,,1.0,1.0,1,0,1
lenovo ideapad 320,lenovo ideapad 320,180.0,1.0,923.0,8.659804984,12.0,18.0,1,1,1
o ssd m2,ổ ssd m2,149.4332349,,435.0,1.07816092,16.0,0.0,0,1,1
office 365,Office 365,857.0,1.0,,,13.0,11.0,1,0,1
ssd 512,ssd 512,163.0,1.0,296.0,1.871621622,11.0,13.0,1,1,1
2666,2666,2207.0,1.0,,,40.0,27.0,1,0,1
asrock z370 pro4,asrock z370 pro4,102.0,1.0,1596.0,4.947368421,1.0,2.0,1,1,1
asus ux510ux,asus ux510ux,192.7173444,,561.0,4.420677362,6.0,1.0,0,1,1
b350,b350,3229.0,1.0,185.0,4.989189189,7.0,11.0,1,1,1
ban phim motospeed,bàn phím motospeed,51.0,1.0,925.0,4.228108108,1868.0,2.0,1,1,1
core i,core i,1057.0,1.0,,,13.0,41.0,1,0,1
dell u2715h,dell u2715h,265.8881008,,774.0,3.043927649,1.0,1.0,0,1,1
hp spectre x360,hp spectre x360,102.0,1.0,5264.0,6.709916413,1.0,3.0,1,1,1
i5 8400,i5 8400,4118.0,1.0,24736.0,3.4321449845,535.0,36.0,1,1,2
kbvision,kbvision,260.0,1.0,,,42.0,38.0,1,0,1
laptop xiaomi,laptop xiaomi,440.0551126,,1281.0,8.49726776,4.0,1.0,0,1,1
loa bose mini,loa bose mini,223.9780901,,652.0,7.452453988,484.0,2.0,0,1,1
may tinh dell core i7,máy tính dell core i7,161.113074,,469.0,7.810234542,1480.0,195.0,0,1,1
nang cap card man hinh cho laptop,nâng cấp card màn hình cho laptop,259.3611319,,755.0,1.386754967,837.0,0.0,0,1,1
newmen g7,newmen g7,112.0,1.0,479.0,4.559498956,2.0,5.0,1,1,1
o dia quang,ổ đĩa quang,291.6524516,,849.0,2.171260678,11.0,0.0,0,1,1
socket 1151,Socket 1151,189.0,1.0,,,2.0,6.0,1,0,1
tai nghe sades,tai nghe sades,188.0,1.0,206.0,6.567961165,8.0,13.0,1,1,1
asus cerberus,asus cerberus,76.0,1.0,906.0,3.947019868,7.0,8.0,1,1,1
ban phim gia co,bàn phím giả cơ,3549.0,1.0,7163.0,4.546903841,18.0,129.0,1,1,2
edm,edm,295.0,1.0,,,52.0,8.0,1,0,1
k68,k68,243.0,1.0,339.0,2.887905605,3.0,3.0,1,1,1
may huy giay,máy hủy giấy,678.0,1.0,3467.0,1.412926252,15.0,14.0,1,1,1
may in hp m12a,máy in hp m12a,173.4799624,,505.0,1.122091799,1.0,0.0,0,1,1
top game offline pc,top game offline pc,392.3051823,,1142.0,6.674255692,2.0,0.0,0,1,1
vga 1060,vga 1060,582.0,1.0,985.0,2.814213198,3.0,104.0,1,1,1
1200,1200,288.0,1.0,,,45.0,22.0,1,0,1
27mp59,27mp59,167.0,1.0,,,1.0,1.0,1,0,1
asus rog strix,asus rog strix,196.0,1.0,,,20.0,24.0,1,0,1
but laser trinh chieu,bút laser trình chiếu,195.8090665,,570.0,2.545614035,2.0,0.0,0,1,1
card 1050,card 1050,264.0,1.0,1268.0,3.026025237,5.0,25.0,1,1,1
cpu core i3,cpu core i3,332.0,1.0,2595.0,1.965317919,5.0,6.0,1,1,1
dell 5471,dell 5471,80.0,1.0,877.0,3.427594071,3.0,3.0,1,1,1
dell inspiron 3567,dell inspiron 3567,222.0,1.0,2781.0,6.440489033,9.0,11.0,1,1,1
dell vostro 3668,dell vostro 3668,99.0,1.0,937.0,3.879402348,3.0,7.0,1,1,1
o cung 250gb,ổ cứng 250gb,255.2388358,,743.0,3.477792732,11.0,0.0,0,1,1
oppo,oppo,537.0,1.0,,,12.0,15.0,1,0,1
pad,pad,825.0,1.0,,,17.0,95.0,1,0,1
z270,z270,1519.0,1.0,658.0,2.349544073,1.0,11.0,1,1,1
256,256,480.0,1.0,,,28.0,34.0,1,0,1
cpu core i5,cpu core i5,488.0,1.0,5334.0,1.508811399,8.0,9.0,1,1,1
dell vostro 3578,dell vostro 3578,309.0,1.0,4888.0,4.173690671,6.0,6.0,1,1,1
dvd,Dvd,1616.0,1.0,,,18.0,19.0,1,0,1
e-blue,E-Blue,845.0,1.0,,,41.0,183.0,1,0,1
logitech g633,logitech g633,57.0,1.0,1120.0,8.158035714,1.0,1.0,1,1,1
man hinh aoc 27 inch,màn hình aoc 27 inch,285.4690074,,831.0,2.10589651,1581.0,17.0,0,1,1
may in hp,máy in hp,3991.0,1.0,11246.0,4.484663537,50.0,85.0,1,1,1
mk235,mk235,182.0,1.0,190.0,1.952631579,1.0,1.0,1,1,1
ozone,ozone,1984.0,1.0,,,10.0,12.0,1,0,1
raze,raze,261.0,1.0,,,39.0,48.0,1,0,1
ssd samsung 860 evo,ssd samsung 860 evo,926.4860567,,3403.0,3.2440047224999997,7.0,6.0,0,1,2
chuot may tinh,chuột máy tính,3866.0,1.0,28061.0,2.591239807,1583.0,365.0,1,1,4
hdd laptop 500gb,hdd laptop 500gb,174.5105364,,508.0,2.734251969,1249.0,0.0,0,1,1
i5 3470,I5 3470,188.0,1.0,,,7.0,7.0,1,0,1
led rgb,led rgb,176.0,1.0,,,22.0,29.0,1,0,1
logitech g302,logitech g302,131.0,1.0,1229.0,5.938161107,1.0,1.0,1,1,1
man hinh dell u2417h,màn hình dell u2417h,732.7381382,,2133.0,1.402054602,1.0,38.0,0,1,1
may chieu epson eb-x05,máy chiếu epson eb-x05,308.4851609,,898.0,2.136971047,1.0,10.0,0,1,1
p2717h,p2717h,100.0,1.0,785.0,3.354140127,8.0,1.0,1,1,1
s2318h,s2318h,107.0,1.0,632.0,3.405063291,5.0,1.0,1,1,1
ssd kingston 240gb,ssd kingston 240gb,271.3844956,,790.0,1.835443038,4.0,3.0,0,1,1
steelseries arctis 7,steelseries arctis 7,167.9835676,,489.0,7.061349693,4.0,0.0,0,1,1
usb wifi ,usb wifi ,289.9348283,,844.0,6.475118483,23.0,0.0,0,1,1
z370m,z370m,765.0,1.0,109.0,3.376146789,4.0,5.0,1,1,1
1tb,1tb,5595.0,1.0,365.0,3.252054795,177.0,169.0,1,1,1
8gb ddr4 2400 laptop,8gb ddr4 2400 laptop,143.9368401,,419.0,1.124105012,3.0,44.0,0,1,1
canon lide 220,canon lide 220,183.4421781,,534.0,3.486891386,1.0,1.0,0,1,1
cap sac,cáp sac,294.0,1.0,,,48.0,8.0,1,0,1
core i5 6500,core i5 6500,188.9385729,,550.0,3.305454545,217.0,0.0,0,1,1
draytek 2960,draytek 2960,270.6974463,,788.0,4.710659898,1.0,0.0,0,1,1
gp63,gp63,674.0,1.0,,,2.0,2.0,1,0,1
laptop i7,laptop i7,299.0,1.0,1529.0,4.90058862,44.0,68.0,1,1,1
linksys e1700,linksys e1700,206.8018562,,602.0,4.789036545,1.0,1.0,0,1,1
logitech g402,logitech g402,208.0,1.0,2740.0,4.291970803,1.0,1.0,1,1,1
m238,m238,335.0,1.0,,,8.0,10.0,1,0,1
ram ddr3 4gb bus 1600,ram ddr3 4gb bus 1600,341.8070546,,995.0,1.090452261,271.0,45.0,0,1,1
sac,sac,1644.0,1.0,,,220.0,191.0,1,0,1
seagate,seagate,2709.0,1.0,,,69.0,61.0,1,0,1
wireless,wireless,637.0,1.0,,,68.0,57.0,1,0,1
7700k,7700k,213.0,1.0,219.0,3.789954338,1.0,1.0,1,1,1
bo nho laptop,bộ nhớ laptop,653.0,1.0,,,35.0,42.0,1,0,1
card man hinh 1050ti,card màn hình 1050ti,55.0,1.0,1581.0,1.763263737,2.0,102.0,1,1,1
case pc,case pc,76.0,1.0,2144.0,3.903451493,2.0,3.0,1,1,1
dell i,dell i,147.0,1.0,,,60.0,182.0,1,0,1
evo,evo,417.0,1.0,,,21.0,32.0,1,0,1
giay in,giấy in,88.0,1.0,1229.0,5.30190214,20.0,13.0,1,1,1
hp x360,hp x360,179.0,1.0,,,9.0,18.0,1,0,1
i5 8500,i5 8500,636.0,1.0,4401.0,5.591683708,5.0,5.0,1,1,1
msi h110m,msi h110m,272.0,1.0,99.0,3.888888889,1.0,3.0,1,1,1
mua lap top,mua lap top,151.494383,,441.0,3.800453515,971.0,0.0,0,1,1
oo cung 1tb,oổ cứng 1tb,188.5950482,,549.0,1.253187614,1077.0,0.0,0,1,1
rival,rival,328.0,1.0,,,6.0,5.0,1,0,1
ban phim co,bàn phím cơ,34862.0,1.0,59377.0,2.4582773898,345.0,135.0,1,1,5
ban phim dareu,bàn phím dareu,114.0,1.0,894.0,2.917225951,11.0,13.0,1,1,1
dare u dk87,dare u dk87,140.1580686,,408.0,2.796568627,32.0,0.0,0,1,1
dvi to vga,dvi to vga,736.8604344,,2145.0,3.207925408,302.0,0.0,0,1,1
fx503vd,fx503vd,119.0,1.0,1069.0,5.474275023,1.0,2.0,1,1,1
hdd seagate 1tb,hdd seagate 1tb,109.0,1.0,752.0,1.888297872,14.0,16.0,1,1,1
i3 6100,i3 6100,660.0,1.0,7748.0,3.097573567,2.0,5.0,1,1,1
iphone 6,iphone 6,925.0,1.0,,,1.0,63.0,1,0,1
laptop asus i5,laptop asus i5,188.0,1.0,,,48.0,63.0,1,0,1
laptop i5,laptop i5,525.0,1.0,,,91.0,141.0,1,0,1
loa,loa,15509.0,1.0,742.0,11.37196765,170.0,199.0,1,1,1
main asus,main asus,440.0,1.0,2130.0,1.71314554,89.0,71.0,1,1,1
muc may in,mực máy in,518.3787392,,1509.0,3.225441707,5.0,0.0,0,1,1
opta,opta,162.0,1.0,,,3.0,2.0,1,0,1
ssd m2 sata 3,ssd m2 sata 3,182.0680794,,530.0,3.522641509,98.0,1.0,0,1,1
tai nghe iphone,tai nghe iphone,189.0,1.0,,,1733.0,0.0,1,0,1
1050ti,1050ti,14819.0,1.0,7793.0,4.00911074,3.0,17.0,1,1,1
ban phim eblue,bàn phím eblue,61.0,1.0,654.0,2.508531469,5.0,2.0,1,1,1
card 1050ti cu,card 1050ti cũ,194.0914431,,565.0,3.081415929,183.0,0.0,0,1,1
hdd 2t,hdd 2t,173.0,1.0,184.0,2.0,57.0,36.0,1,1,1
i7 8700k gia,i7 8700k giá,301.2711426,,877.0,5.334093501,280.0,0.0,0,1,1
laptop hp,laptop hp,6711.0,1.0,32419.0,7.306636188,134.0,144.0,1,1,2
lcd,lcd,1437.0,1.0,,,199.0,240.0,1,0,1
logitech g304,logitech g304,252.834163,,736.0,6.425271739,1.0,0.0,0,1,1
nokia,nokia,535.0,1.0,,,6.0,29.0,1,0,1
tp link wr841n,tp link wr841n,188.9385729,,550.0,4.116363636,126.0,0.0,0,1,1
b250,b250,3580.0,1.0,553.0,5.896925859,5.0,12.0,1,1,1
barracuda,barracuda,257.0,1.0,,,10.0,17.0,1,0,1
chuot logitech g403,chuột logitech g403,417.7260085,,1216.0,3.800164474,1.0,2.0,0,1,1
hdd 1t,hdd 1t,305.0,1.0,436.0,2.940366972,73.0,53.0,1,1,1
iphone 7,iphone 7,387.0,1.0,,,6.0,36.0,1,0,1
lenovo ideapad 320s,lenovo ideapad 320s,344.0,1.0,1984.0,6.115927419,2.0,3.0,1,1,1
mua ram may tinh,mua ram máy tính,197.5266899,,575.0,1.003824092,1613.0,0.0,0,1,1
ricoh,Ricoh,332.0,1.0,,,8.0,23.0,1,0,1
sony mdr,sony MDR,500.0,1.0,,,21.0,34.0,1,0,1
tai nghe may tinh,tai nghe máy tính,123.0,1.0,965.0,8.721243523,2195.0,1.0,1,1,1
camera quan sat,camera quan sát,150.0,1.0,11146.0,8.718721541,63.0,67.0,1,1,1
corsair k63,corsair k63,81.0,1.0,1608.0,5.168532338,2.0,2.0,1,1,1
corsair vs450,corsair vs450,168.6706169,,491.0,3.032586558,1.0,2.0,0,1,1
dell vostro 5471,dell vostro 5471,239.0,1.0,4422.0,3.622116689,3.0,3.0,1,1,1
iphone x,iphone x,1107.0,1.0,,,4.0,27.0,1,0,1
may tinh sony,máy tính sony,205.0842328,,597.0,3.101685824,3.0,0.0,0,1,1
may tinh xach tay dell,máy tính xách tay dell,149.0,1.0,8008.0,6.178477375,83.0,619.0,1,1,1
mini displayport to hdmi,mini displayport to hdmi,157.3343025,,458.0,3.325327511,1.0,0.0,0,1,1
pci e,pci e,278.0,1.0,,,1.0,9.0,1,0,1
rx 560,rx 560,275.0,1.0,,,1.0,3.0,1,0,1
se2717h,se2717h,82.0,1.0,601.0,11.14143095,1.0,1.0,1,1,1
ssd apacer,ssd apacer,184.4727521,,537.0,4.26443203,1.0,2.0,0,1,1
trust,trust,220.0,1.0,,,18.0,25.0,1,0,1
asus s410ua-eb015t,asus s410ua-eb015t,185.8468508,,541.0,1.053604436,1.0,1.0,0,1,1
ban phim khong day,bàn phím không dây,1336.0,1.0,10579.0,3.450266434,8.0,11.0,1,1,1
cap laptop,cặp laptop,907.2486747,,2641.0,4.44563339,99.0,0.0,0,1,1
card man hinh gtx 1050,card màn hình gtx 1050,115.0,1.0,1110.0,1.36041686,3.0,102.0,1,1,1
cpu i3 4160,cpu i3 4160,502.2330793,,1462.0,1.886456908,231.0,1.0,0,1,1
dell s2318h,dell s2318h,452.0784763,,1316.0,4.070668693,5.0,1.0,0,1,1
dell u2414,dell u2414,430.4364216,,1253.0,4.300877893,1.0,1.0,0,1,1
laptop doanh nhan,laptop doanh nhân,178.2893079,,519.0,1.595375723,1141.0,4.0,0,1,1
laptop lenovo thinkpad,laptop lenovo thinkpad,58.0,1.0,3293.0,4.406620103,10.0,10.0,1,1,1
lg 24,lg 24,229.0,1.0,,,3.0,10.0,1,0,1
man hinh may tinh 32 inch,màn hình máy tính 32 inch,780.8315932,,2273.0,1.316142706,1476.0,0.0,0,1,1
nguon cm,nguồn cm,245.0,1.0,,,21.0,25.0,1,0,1
o cung ssd intel,ổ cứng ssd intel,157.0,1.0,442.0,1.29638009,10.0,118.0,1,1,1
sama m1,sama m1,228.0,1.0,,,1.0,1.0,1,0,1
zh6,zh6,253.0,1.0,264.0,1.337121212,1.0,3.0,1,1,1
102,102,719.0,1.0,,,4.0,21.0,1,0,1
2x4gb,2x4gb,193.0,1.0,,,2.0,8.0,1,0,1
650w,650w,425.0,1.0,,,7.0,6.0,1,0,1
acer ed273,acer ed273,164.8918455,,480.0,7.275,1.0,1.0,0,1,1
asus ex-b360m-v3,asus ex-b360m-v3,147.3720869,,429.0,3.384615385,1.0,1.0,0,1,1
card 1030,card 1030,93.0,1.0,501.0,2.111776447,1.0,6.0,1,1,1
card vga,card vga,229.0,1.0,1064.0,1.34962406,6.0,112.0,1,1,1
chuot newmen g10,chuột newmen g10,75.0,1.0,965.0,1.728497409,2.0,4.0,1,1,1
dwa,DWA,301.0,1.0,,,9.0,9.0,1,0,1
g46,G46,376.0,1.0,,,9.0,8.0,1,0,1
gaming x,gaming x,422.0,1.0,,,5.0,90.0,1,0,1
hp envy,hp envy,1864.0,1.0,7097.0,7.363111174,10.0,9.0,1,1,1
hp pavilion x360,hp pavilion x360,881.0,1.0,4403.0,7.543493073,7.0,13.0,1,1,1
laptop gaming asus,laptop gaming asus,497.4237338,,1448.0,5.343922652,1347.0,1.0,0,1,1
may in canon 6030w,máy in canon 6030w,313.2945064,,912.0,1.598719462,1.0,0.0,0,1,1
nas,Nas,1109.0,1.0,,,9.0,72.0,1,0,1
optiplex,OPTIPLEX,167.0,1.0,,,7.0,2.0,1,0,1
ram laptop ddr3 8gb,ram laptop ddr3 8gb,158.3648766,,461.0,3.006507592,4.0,36.0,0,1,1
s410,s410,823.0,1.0,,,5.0,7.0,1,0,1
xay dung cau hinh pc,xây dựng cấu hình pc,239.4367006,,697.0,1.070058339,1327.0,0.0,0,1,1
256gb,256gb,293.0,1.0,,,19.0,33.0,1,0,1
asus vivobook s15 s510uq-bq475t/i5-8250u,asus vivobook s15 s510uq-bq475t/i5-8250u,148.4026609,,432.0,4.138888889,51.0,0.0,0,1,1
core i9,core i9,979.0,1.0,9596.0,3.874635265,1.0,1.0,1,1,1
dan may tinh,dàn máy tính,155.9602038,,454.0,1.905286344,19.0,0.0,0,1,1
main giga h110,main giga h110,432.4975696,,1259.0,2.138204925,804.0,4.0,0,1,1
mainboard asus,mainboard asus,528.0,1.0,829.0,5.319662244,62.0,216.0,1,1,1
samsung 750 evo,samsung 750 evo,264.0,1.0,,,244.0,1.0,1,0,1
sony,sony,1934.0,1.0,,,130.0,148.0,1,0,1
thay ram laptop,thay ram laptop,257.6435085,,750.0,1.312,1450.0,0.0,0,1,1
vs550,vs550,463.0,1.0,105.0,3.761904762,1.0,1.0,1,1,1
144hz,144hz,1406.0,1.0,,,3.0,4.0,1,0,1
card man hinh gigabyte,card màn hình gigabyte,198.0,1.0,831.0,1.172156256,38.0,102.0,1,1,1
chuot logitech m185,chuột logitech m185,144.9674141,,422.0,4.973933649,3.0,3.0,0,1,1
cosair,cosair,175.0,1.0,,,1.0,2.0,1,0,1
g810,g810,518.0,1.0,1317.0,4.293849658,9.0,1.0,1,1,1
hdd seagate 500gb,hdd seagate 500gb,196.4961158,,572.0,2.106643357,4.0,5.0,0,1,1
laptop cu,laptop cu,472.0,1.0,,,2.0,1.0,1,0,1
logitech m221,logitech m221,68.0,1.0,646.0,7.026315789,3.0,3.0,1,1,1
man hinh cong,màn hình cong,4461.0,1.0,3399.0,3.21743401,2801.0,11.0,1,1,3
man hinh dell ultrasharp u2414h,màn hình dell ultrasharp u2414h,180.0069313,,524.0,1.200381679,1.0,38.0,0,1,1
optane,optane,3385.0,1.0,1714.0,5.035005834,3.0,2.0,1,1,1
ram 2g,Ram 2g,161.0,1.0,,,7.0,0.0,1,0,1
ram 8gb,ram 8gb,4316.0,1.0,16205.0,2.2790094005,102.0,127.0,1,1,2
amd ryzen,amd ryzen,253.0,1.0,1626.0,4.047355474,14.0,14.0,1,1,1
asus x510uq,asus x510uq,145.0,1.0,1050.0,6.711428571,3.0,4.0,1,1,1
ban p,ban p,174.0,1.0,,,7.0,515.0,1,0,1
ban phim chuot,bàn phím chuột,384.0,1.0,109.0,2.100917431,38.0,39.0,1,1,1
cloud,cloud,388.0,1.0,,,14.0,14.0,1,0,1
g102,g102,5672.0,1.0,10662.0,2.133652223,2.0,2.0,1,1,1
gigabyte b360m-d2v,gigabyte b360m-d2v,167.2965182,,487.0,2.324435318,1.0,1.0,0,1,1
loa logitech x5,Loa Logitech X5,1221.0,1.0,,,4.0,5.0,1,0,1
logitech z213,logitech z213,244.5895708,,712.0,2.391853933,1.0,1.0,0,1,1
thinkpad,thinkpad,2527.0,1.0,,,11.0,10.0,1,0,1
virus,virus,206.0,1.0,,,4.0,1.0,1,0,1
403,403,234.0,1.0,,,4.0,5.0,1,0,1
acer,acer,8378.0,1.0,8958.0,8.745813798,149.0,162.0,1,1,1
acer nitro 5,acer nitro 5,1186.0,1.0,9064.0,7.481906443,5.0,8.0,1,1,1
amd ryzen 5,amd ryzen 5,118.0,1.0,448.0,4.366071429,4.0,9.0,1,1,1
ban phim logitech k120,bàn phím logitech k120,109.0,1.0,1338.0,1.07947985,1.0,29.0,1,1,1
cau hinh may tinh de ban,cấu hình máy tính để bàn,194.4349678,,566.0,1.0,1491.0,0.0,0,1,1
core i5 8400,core i5 8400,283.0,1.0,5105.0,3.279921645,1.0,1.0,1,1,1
cpu i3 6100,cpu i3 6100,313.2945064,,912.0,2.042763158,299.0,0.0,0,1,1
dell se2717h,dell se2717h,268.2927735,,781.0,5.729833547,1.0,1.0,0,1,1
dir,dir,167.0,1.0,,,14.0,14.0,1,0,1
gtx 960 gia,gtx 960 giá,490.5532402,,1428.0,4.129432879,307.0,0.0,0,1,1
hp 24es,hp 24es,221.916942,,646.0,3.948916409,1.0,1.0,0,1,1
hp probook 450 g4,hp probook 450 g4,73.0,1.0,595.0,7.031932773,1.0,11.0,1,1,1
intel pentium,intel pentium,229.0,1.0,735.0,8.496598639,5.0,2.0,1,1,1
lacie,lacie,246.0,1.0,,,9.0,8.0,1,0,1
mad catz,Mad Catz,310.0,1.0,,,3.0,4.0,1,0,1
may in hp 2035,máy in hp 2035,371.0066523,,1080.0,2.676767677,419.0,0.0,0,1,1
may in mau epson l310,máy in màu epson l310,179.3198819,,522.0,3.155172414,2382.0,0.0,0,1,1
mic,mic,2625.0,1.0,,,167.0,109.0,1,0,1
pro,pro,150.0,1.0,,,186.0,154.0,1,0,1
wifi tp link,wifi tp link,225.3521888,,656.0,6.405487805,208.0,1.0,0,1,1
3568,3568,576.0,1.0,,,5.0,5.0,1,0,1
6230dn,6230dn,160.0,1.0,526.0,1.458174905,1.0,1.0,1,1,1
ban ca,ban ca,151.0,1.0,,,6.0,0.0,1,0,1
case golden field,case golden field,88.0,1.0,585.0,2.692307692,18.0,22.0,1,1,1
dell 5370,dell 5370,175.0,1.0,683.0,3.699853587,7.0,7.0,1,1,1
dell n5570a,dell n5570a,59.0,1.0,1179.0,3.184054283,1.0,1.0,1,1,1
erosi,erosi,190.0,1.0,,,10.0,15.0,1,0,1
hp probook 440 g5,hp probook 440 g5,178.0,1.0,2604.0,2.756912442,6.0,9.0,1,1,1
loa soundmax a5000,loa soundmax a5000,153.5555311,,447.0,3.263982103,465.0,1.0,0,1,1
may tinh de ban i5,máy tính để bàn i5,634.833605,,1848.0,5.605519481,795.0,211.0,0,1,1
o cung ngoai,ổ cứng ngoài,769.1517541,,2239.0,2.19958896,106.0,0.0,0,1,1
quadro,quadro,988.0,1.0,751.0,5.601864181,5.0,5.0,1,1,1
redragon,redragon,369.0,1.0,,,1.0,5.0,1,0,1
tp link 940n,tp link 940n,359.6703379,,1047.0,3.388729704,124.0,0.0,0,1,1
view,view,166.0,1.0,,,11.0,0.0,1,0,1
wd my passport ultra,wd my passport ultra,83.0,1.0,503.0,5.272365805,4.0,8.0,1,1,1
yoga,yoga,346.0,1.0,,,23.0,23.0,1,0,1
zadez,zadez,168.0,1.0,,,18.0,17.0,1,0,1
1080ti,1080ti,1526.0,1.0,,,5.0,5.0,1,0,1
asus fx503,asus FX503,171.0,1.0,,,2.0,3.0,1,0,1
asus vivobook s15 s510uq,asus vivobook s15 s510uq,387.8393615,,1129.0,8.471213463,28.0,0.0,0,1,1
b250m gaming 3,b250m gaming 3,187.2209495,,545.0,2.924770642,312.0,0.0,0,1,1
corsair void,corsair void,1738.0,1.0,,,4.0,7.0,1,0,1
cpu g5400,cpu g5400,303.6758154,,884.0,3.692307692,1.0,1.0,0,1,1
hp pavilion 15 cs0101tx,hp pavilion 15 cs0101tx,171.0752897,,498.0,2.34939759,1.0,36.0,0,1,1
khong day,khong day,165.0,1.0,,,47.0,50.0,1,0,1
king,King,493.0,1.0,,,133.0,116.0,1,0,1
mini hdmi,mini hdmi,158.0,1.0,217.0,6.926267281,2.0,5.0,1,1,1
msata,msata,403.0,1.0,1104.0,1.963768116,3.0,1.0,1,1,1
ram ddr3 2gb,ram ddr3 2gb,80.0,1.0,568.0,5.716549296,5.0,59.0,1,1,1
scanner,scanner,586.0,1.0,,,20.0,15.0,1,0,2
thiet bi may tinh,thiết bị máy tính,169.0141416,,492.0,3.205284553,1817.0,0.0,0,1,1
acer swift 3,acer swift 3,246.0,1.0,1133.0,8.040600177,6.0,11.0,1,1,1
build a pc,build a pc,222.6039914,,648.0,54.05246914,220.0,0.0,0,1,1
card wifi pc,card wifi pc,198.5572639,,578.0,5.610726644,460.0,0.0,0,1,1
hp 2035,hp 2035,509.7906222,,1484.0,4.140161725,2.0,0.0,0,1,1
keo tan nhiet,keo tản nhiệt,1687.0,1.0,5732.0,6.823634566,1.0,2.0,1,1,1
lc27f397fhexxv,lc27f397fhexxv,61.0,1.0,634.0,2.664037855,1.0,1.0,1,1,1
lenovo ideapad 320 15ikb,lenovo ideapad 320 15ikb,217.4511212,,633.0,3.009478673,6.0,18.0,0,1,1
mainboard h110,mainboard h110,95.0,1.0,528.0,1.46780303,10.0,213.0,1,1,1
man chieu,màn chiếu,629.0,1.0,1628.0,6.41031941,18.0,9.0,1,1,1
man hinh samsung 24 inch,màn hình samsung 24 inch,179.3198819,,522.0,2.593869732,1564.0,34.0,0,1,1
may in van phong,máy in văn phòng,345.5858261,,1006.0,4.223658052,1088.0,0.0,0,1,1
may tinh dell,may tinh dell,636.8947531,,1854.0,6.768608414,1533.0,0.0,0,1,1
pentium g5400,pentium g5400,329.7836909,,960.0,7.184375,1.0,1.0,0,1,1
quat led,quạt led,152.0,1.0,,,13.0,13.0,1,0,1
ssd samsung 850 evo,ssd samsung 850 evo,155.6166791,,453.0,3.050772627,1.0,4.0,0,1,1
u2417,u2417,451.0,1.0,485.0,5.255670103,1.0,1.0,1,1,1
webvision n93 plus,webvision n93 plus,225.6957135,,657.0,9.00456621,165.0,0.0,0,1,1
5468,5468,758.0,1.0,,,3.0,5.0,1,0,1
case aigo atlantis,case aigo atlantis,201.9925107,,588.0,3.088435374,1.0,3.0,0,1,1
